File Name,Reported,Time Reported,Location,Report #,Occurred,Time Occurred,Incident Type,Summary,Disposition,IncidentGroups,TimeGroups,Lat,Long,AREA_COLOR
part_158,8/5/14,10:03AM,NORRIS TOPPING TOWERS,1402723,8/5/14,10:00AM,TRAFFIC,"A staff member driving a University vehicle collided with a non-USC female driving her personal vehicle, causing unspecified damage.",CLOSED,ADMIN/SERVICE/COMPLAINT,9 AM - 12 PM,,,XXX
part_158,8/5/14,11:02AM,EILEEN & KENNETH T. NORRIS DENTAL SCIENCE CENTER,1402724,7/31/14,08:00AM,PROPERTY,A staff member reported eight folding tables and twenty five folding chairs missing.,Inactive Investigation,THEFT,6 AM - 9 AM,34.0240501,-118.2863312,C
part_158,8/5/14,12:59PM,WALLIS ANNENBERG HALL,1402725,8/5/14,09:00AM,THEFT-PETTY,A suspect removed a bicycle secured to a pole.,Inactive Investigation,THEFT,6 AM - 9 AM,34.0208037,-118.287064,C
part_158,8/5/14,10:00AM,KENNETH NORRIS JR. CANCER HOSPITAL RESEARCH INSTIT,1402726,8/5/14,09:59AM,FIRE,DPS officers and LAFD Unit #1 responded to a third floor fire alarm activation due to smoke from contractors welding outside the location. No fire was found. LAFD reset the alarm then cleared the building for reentry.,CLOSED,ADMIN/SERVICE/COMPLAINT,6 AM - 9 AM,,,XXX
part_158,8/5/14,11:57AM,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,1402727,8/5/14,11:57AM,SERVICE,"DPS officers responded to a student complaining of a headache and numbness on the right side of his body. An LAFD RA unit was requested and Unit #15 responded. The RA Unit examined the student, then he was released to the officers and they transported him to SHC for medical treatment.",CLOSED,ADMIN/SERVICE/COMPLAINT,9 AM - 12 PM,34.0218363,-118.2828867,C
part_158,8/5/14,02:01PM,EILEEN & KENNETH T. NORRIS DENTAL SCIENCE CENTER,1402728,8/5/14,01:50PM,SERVICE,DPS officers responded to a non-USC male who sustained abrasions to his arms and knees when he tripped and fell while walking outside the location. An LAFD RA unit was requested and Unit #15 responded. The RA Unit treated the male then released him at the scene.,CLOSED,ADMIN/SERVICE/COMPLAINT,12 PM - 3 PM,34.0240501,-118.2863312,C
part_158,8/5/14,02:35PM,HEALTHCARE CENTER 2,1402730,8/5/14,02:35PM,DISTURBANCE,"DPS officers responded to a report of a student becoming belligerent and directing profanities at a doctor and the staff at the location. The officers detained the student, escorted him out of the building and released him without further incident.",Cleared by Exceptional Means,ADMIN/SERVICE/COMPLAINT,12 PM - 3 PM,34.0628753,-118.2025628,HC
part_158,8/5/14,08:05PM,INTERNATIONALLY THEMED RESIDENTIAL COLLEGE,1402731,8/5/14,08:00PM,SERVICE,"DPS officers responded to a student who aggravated a preexisting knee injury while rehearsing dance moves at the location. An LAFD RA unit was requested and Unit #15 responded. The RA Unit examined the student and offered transportation for medical treatment, but she declined and was released to seek it on her own.",CLOSED,ADMIN/SERVICE/COMPLAINT,6 PM - 9 PM,34.0193746,-118.2909679,C
part_158,8/5/14,10:11PM,MARIANNE & J.DOUGLAS PARDEE TOWER,1402732,8/5/14,10:20PM,SERVICE,"DPS officers responded to a student complaining of a severe headache. An LAFD RA unit was requested and Unit #15 responded. The RA Unit examined the student, concluded that he did not require medical treatment and released him at the scene.",CLOSED,ADMIN/SERVICE/COMPLAINT,9 PM - 12 AM,,,XXX
part_158,8/6/14,06:23AM,OUTSIDE USC AREA,1402733,8/6/14,01:00AM,BATTERY,"A student reported that a suspect punched him in the face several times without provocation while he was at a downtown club. The student sustained cuts to his face, but he did not desire medical treatment.",Inactive Investigation,VIOLENT ACT,12 AM - 3 AM,,,XXX
part_158,8/6/14,10:01AM,EILEEN & KENNETH T. NORRIS DENTAL SCIENCE CENTER,1402734,8/6/14,10:01AM,PROPERTY,A student reported his cellular phone missing.,CLOSED,THEFT,9 AM - 12 PM,34.0240501,-118.2863312,C
part_158,8/6/14,10:44AM,CAROL LITTLE BUILDING,1402735,8/6/14,10:40AM,SERVICE,A staff member reported that a suspect claiming to be a Microsoft representative contacted his office and attempted to obtain computer access codes in order to remove an alleged virus.,CLOSED,ADMIN/SERVICE/COMPLAINT,9 AM - 12 PM,34.0190482,-118.2763859,G
part_158,8/6/14,03:30PM,HEALTHCARE CENTER 4,1402736,8/6/14,03:30PM,SERVICE,DPS officers responded to a non-USC female who fell and injured her knee. A Rapid Response team was at the scene evaluating the female when the officers arrived and she was subsequently transported to HC2 for medical treatment.,CLOSED,ADMIN/SERVICE/COMPLAINT,12 PM - 3 PM,34.061788,-118.2025337,HC
part_158,8/6/14,02:53PM,MARDI GRAS APTS.,1402737,8/6/14,01:00PM,FRAUD,A suspect used unknown means to make three unauthorized debit card withdrawals from a student's bank account.,Inactive Investigation,THEFT,12 PM - 3 PM,,,XXX
part_158,8/6/14,04:57PM,PARKING STRUCTURE A,1402738,8/6/14,10:30AM,PROPERTY,A student reported that the rear bumper was damaged while his vehicle was parked at the location.,CLOSED,THEFT,9 AM - 12 PM,34.0211373,-118.2903796,C
part_158,8/6/14,04:51PM,VALLEY WAREHOUSE BUILDING,1402739,8/6/14,04:51PM,TRAFFIC,"DPS officers responded to a traffic collision involving two vehicles, one of which was driven by a staff member. The staff complained of pain to her arm and chest, so an LAFD RA unit was requested. RA Unit #16 responded to examine the female and she was released at the scene after declining transportation for medical treatment. LAPD officers were also requested and responded to conduct a traffic investigation.",CLOSED,ADMIN/SERVICE/COMPLAINT,3 PM - 6 PM,34.06483,-118.194347,HC
part_158,8/6/14,05:16PM,MCCLINTOCK BUILDING,1402740,8/6/14,05:16PM,SERVICE,DPS officers responded to an intoxicated non-USC male who sustained a black eye when he fell near the location. An LAFD RA unit was requested and Unit #46 responded. The RA Unit examined the male then transported him to California Hospital for medical treatment.,CLOSED,ADMIN/SERVICE/COMPLAINT,3 PM - 6 PM,34.0250237,-118.287284,C
part_158,8/6/14,06:42PM,TROJAN RESIDENCE HALL,1402741,8/6/14,06:42PM,SERVICE,DPS officers responded to a report of a RA having confiscated an axe from a juvenile who had it in his room at the location while attending a youth camp. The officers checked the juvenile's room for additional weapons and found none. The juvenile was then advised that weapons are forbidden on campus and the RA would return the axe to him upon his departure from camp.,Inactive Investigation,ADMIN/SERVICE/COMPLAINT,3 PM - 6 PM,34.0192468,-118.2822622,C
part_158,8/7/14,12:29AM,27TH ST & FIGUEROA ST,1402742,8/7/14,12:29AM,NARCOTICS,"DPS officers on routine patrol observed a suspect cross the street against a red light and detained him for investigation. The officers found the suspect in possession of a pipe containing cocaine residue, then he was arrested and transported to MDC for booking.",Cleared Arrest,SUBSTANCE ABUSE,9 AM - 12 PM,34.0271076,-118.2766967,R
part_158,8/7/14,10:29AM,37TH PL & CATALINA ST,1402743,8/7/14,10:00AM,WARRANT,"DPS officers on routine patrol near the location observed a suspect carrying a bicycle with a missing front wheel and detained him for investigation. The officers determined that the suspect was given permission to remove the bike from a construction site, but a subsequent check of his name revealed an outstanding warrant. The suspect was then arrested and transported to 77th station for booking.",Cleared Arrest,VIOLENT ACT,9 AM - 12 PM,,,XXX
part_158,8/7/14,01:12PM,ADAMS BL & PORTLAND ST,1402744,8/7/14,01:10PM,TRAFFIC,"A student driving a rental vehicle collided with another student driving his personal vehicle, causing moderate damage to both of them.",CLOSED,ADMIN/SERVICE/COMPLAINT,12 PM - 3 PM,,,XXX
part_158,8/7/14,01:18PM,29TH ST & NORMANDIE AV,1402745,8/7/14,01:18PM,THEFT-GRAND AUTO,DPS officers responded to a report of a suspect driving a vehicle near the location that was identified as stolen by the license plate recognition system. The officers located the vehicle and the suspect was detained during a felony stop conducted by LAPD officers who responded to the scene. The suspect was then arrested and transported to 77th station for booking.,Cleared Arrest,THEFT,12 PM - 3 PM,34.0291206,-118.3001974,O
part_158,8/7/14,05:18PM,32ND ST & HOOVER ST,1402746,8/7/14,05:18PM,TRAFFIC,"DPS officers responded to a traffic collision involving two vehicles, one of which was a University vehicle driven by a staff member. The staff member complained of neck pain and the officers subsequently transported him to Pro Active Work Health Services for medical treatment. LAPD officers were requested and responded to conduct a traffic investigation.",CLOSED,ADMIN/SERVICE/COMPLAINT,3 PM - 6 PM,34.02549001,-118.2837579,R
part_158,8/7/14,04:05PM,SAN PABLO ST & VALLEY BL,1402747,8/7/14,04:05PM,SERVICE,DPS officers on routine patrol were flagged down by a staff member who advised them that a patient had left Keck hospital without permission and boarded a Metro bus at the location. The officers removed the patient from the bus then escorted him back to his hospital room without incident.,CLOSED,ADMIN/SERVICE/COMPLAINT,3 PM - 6 PM,34.0655129,-118.2022007,HC
part_158,8/7/14,06:52PM,RALPHS SUPERMARKET,1402748,8/7/14,06:25PM,THEFT-PETTY,A suspect removed the front and rear lights from a bicycle secured to a bike rack.,Inactive Investigation,THEFT,3 PM - 6 PM,34.031796,-118.290798,T
part_158,8/7/14,07:51PM,KECK HOSPITAL OF USC,1402749,8/7/14,07:45PM,FIRE,DPS officers responded to a fifth floor smoke detector activation due to a malfunction. No smoke or fire was found. A building engineer at the scene reset the smoke detector then the officers cleared the scene.,CLOSED,ADMIN/SERVICE/COMPLAINT,6 PM - 9 PM,34.0620499,-118.201557,XXX
part_158,8/7/14,07:57PM,PARKING STRUCTURE A,1402750,8/7/14,07:30PM,PROPERTY,A wallet was found at the location and turned in to DPS Lost & Found.,CLOSED,THEFT,6 PM - 9 PM,34.0211373,-118.2903796,C
part_158,8/7/14,04:53PM,MARK TAPER HALL OF HUMANITIES,1402751,8/7/14,04:53PM,THEFT-PETTY,A suspect entered an unsecured classroom and removed a tablet computer from an unattended backpack.,CLOSED,THEFT,3 PM - 6 PM,34.0222729,-118.2845601,C
part_158,8/7/14,10:56PM,MARDETTE APTS.,1402752,8/7/14,11:10PM,SERVICE,"DPS officers responded to a student complaining of chest pain and body aches. An LAFD RA unit was requested and Unit #15 responded. The RA Unit examined the student and offered transportation for medical treatment, but she declined and was released to seek it on her own if the pain persisted.",CLOSED,ADMIN/SERVICE/COMPLAINT,9 PM - 12 AM,,,XXX
part_158,8/7/14,11:37PM,ZILKHA NEUROGENETIC INSTITUTE,1402753,7/30/14,09:00PM,PROPERTY,A staff member reported a set of University master keys missing.,CLOSED,THEFT,6 PM - 9 PM,,,XXX
part_158,8/7/14,11:22PM,ENTRANCE GATE 1,1402754,8/7/14,11:20PM,WEAPONS,"DPS officers on routine patrol observed a suspect riding a bicycle at night with no lights and detained him for investigation. The suspect was found in possession of a loaded handgun and three plastic bags containing methamphetamine, and a check of his name revealed that he was a convicted felon. The suspect was then arrested and transported to MDC for booking.",Cleared Arrest,VIOLENT ACT,9 PM - 12 AM,,,XXX
part_158,8/7/14,11:23PM,1293 37TH PL,1402755,8/7/14,11:20PM,SERVICE,DPS officers responded to a non-USC female who reported that she had been physically assaulted by her boyfriend multiple times during the past year. The boyfriend was not present at the time of the report and LAPD officers subsequently responded to take over the investigation.,Unfounded,ADMIN/SERVICE/COMPLAINT,9 PM - 12 AM,,,XXX
part_158,8/8/14,08:34AM,2428 TOBERMAN ST,1402756,7/30/14,03:55PM,SERVICE,"A student reported that a non-USC female to whom she intended to rent a room sent her a cashier's check to pay for rent and a security deposit after being instructed to send it to the property manager. The check was also written for an amount that exceeded the requested total and the female instructed the student to cash it and wire the remaining funds to a third party. Finding the transaction suspicious, the student did not wire the funds and is currently waiting for her bank to notify her if the cashier's check is valid.",Inactive Investigation,ADMIN/SERVICE/COMPLAINT,12 PM - 3 PM,,,XXX
part_158,8/8/14,09:45AM,ST. JOHN'S CHURCH,1402757,8/7/14,07:00PM,THEFT-PETTY,A suspect removed three tangerine trees that were planted on the property.,Inactive Investigation,THEFT,6 PM - 9 PM,,,XXX
part_158,8/8/14,10:40AM,KECK HOSPITAL OF USC,1402758,8/8/14,10:40AM,SERVICE,DPS officers responded to a non-USC male whose dialysis shunt had malfunctioned. A Rapid Response team was at the scene evaluating the male when the officers arrived and he was subsequently transported within the facility for medical treatment.,CLOSED,ADMIN/SERVICE/COMPLAINT,9 AM - 12 PM,34.0620499,-118.201557,XXX
part_158,8/8/14,12:51PM,SCHOOL OF CINEMATIC ARTS-BLDG. B,1402759,8/8/14,05:40AM,OBSCENE ACTIVITY,A staff member reported receiving several annoying calls on her cellular phone from an unidentified suspect.,CLOSED,ADMIN/SERVICE/COMPLAINT,3 AM - 6 AM,34.0233898,-118.2871703,C
part_158,8/8/14,08:56AM,VON KLEINSMID CENTER FOR INTERNATIONAL & PUBLIC AF,1402760,8/8/14,08:00AM,WARRANT,"DPS officers responded to a report of a suspect at the location who was wanted for committing multiple thefts on campus and detained him for investigation. The officers confirmed that the suspect was the wanted subject, then he was arrested and transported to 77th station for booking.",Cleared Arrest,VIOLENT ACT,6 AM - 9 AM,34.021123,-118.284109,C
part_158,8/8/14,03:31PM,PARKING STRUCTURE C,1402761,8/8/14,10:47AM,TRAFFIC,"Transportation Services personnel immobilized a staff member's vehicle displaying a USC parking permit that had been reported missing. The staff member contacted the Transportation Services office, agreed to pay all fees and fines and her vehicle was released.",CLOSED,ADMIN/SERVICE/COMPLAINT,9 AM - 12 PM,,,XXX
part_158,8/8/14,06:17PM,SOTO STREET BUILDING THREE,1402762,8/7/14,09:30AM,SERVICE,A non-USC male reported that a computer technician who was granted access to a warehouse his company leases from the University was observed on surveillance cameras removing two promotional bags from boxes stored at the location.,Inactive Investigation,ADMIN/SERVICE/COMPLAINT,6 AM - 9 AM,,,XXX
part_158,8/8/14,05:02PM,PARKING STRUCTURE A,1402763,8/8/14,12:00PM,PROPERTY,A non-USC male reported that the side view mirror was broken while his vehicle was parked at the location.,CLOSED,THEFT,9 PM - 12 AM,34.0211373,-118.2903796,C
part_158,8/8/14,05:39PM,CLINICAL SCIENCES ANNEX,1402764,8/7/14,09:00AM,PROPERTY,A student reported her cellular phone missing.,Inactive Investigation,THEFT,6 AM - 9 AM,34.06245,-118.200147,C
part_158,8/8/14,09:12PM,TROJAN RESIDENCE HALL,1402765,8/2/14,06:00PM,THEFT-GRAND,"A suspect entered an unsecured dorm room, and removed an unattended microphone and accessories.",CLOSED,THEFT,3 PM - 6 PM,34.0192468,-118.2822622,C
part_158,8/8/14,03:20PM,OUTSIDE USC AREA,1402766,8/5/14,08:30PM,SERVICE,"A student reported that another student failed to show up for work three days ago and has not been seen since. DPS officers interviewed several acquaintances and visited locations the student was known to frequent, but they were unable to locate him. A missing person reports was filed with LAPD and an investigation is on-going.",Inactive Investigation,ADMIN/SERVICE/COMPLAINT,6 PM - 9 PM,,,XXX
part_158,8/8/14,11:22PM,1125 30TH ST,1402767,8/8/14,11:22PM,ALCOHOL,"DPS officers responded to an intoxicated non-USC male who passed out on the sidewalk outside the location. The male was unresponsive when contacted by the officers, so an LAFD RA unit was requested. RA Unit #15 responded and examined the male, then transported him to California Hospital for medical treatment.",CLOSED,SUBSTANCE ABUSE,9 PM - 12 AM,,,XXX
part_158,8/8/14,07:10PM,29TH ST & FLOWER ST,1402768,8/8/14,07:10PM,NARCOTICS,"DPS officers on routine patrol near the location observed a suspect pointing a stick at passing vehicles while standing in the road and detained him for investigation. The officers found the suspect in possession of methamphetamine and marijuana, then he was arrested and transported to MDC for booking.",Cleared Arrest,SUBSTANCE ABUSE,6 PM - 9 PM,,,XXX
part_158,8/9/14,02:37AM,35TH ST & CATALINA ST,1402769,8/9/14,02:37AM,TRAFFIC,"DPS officers responded to a report of a suspect driving recklessly near the location and upon their arrival they observed that he had parked the vehicle and was sitting inside. During questioning the suspect admitted that he had been drinking, but LAPD officers were unable to respond to conduct a field sobriety test. The officers then escorted the suspect into his residence and released him to his wife.",CLOSED,ADMIN/SERVICE/COMPLAINT,12 AM - 3 AM,,,XXX
part_158,8/9/14,01:30PM,2919 HOOVER ST,1402770,8/8/14,05:00PM,VANDALISM,A suspect used unknown means to break off the passenger side view mirror while a student's vehicle was parked at the location.,Inactive Investigation,ADMIN/SERVICE/COMPLAINT,3 PM - 6 PM,,,XXX
part_158,8/9/14,01:34PM,KECK HOSPITAL OF USC,1402771,8/9/14,01:36PM,SERVICE,DPS officers responded to a non-USC female complaining of difficulty breathing. A Rapid Response team was at the scene evaluating the female when the officers arrived and she was subsequently transported within the facility for medical treatment.,CLOSED,ADMIN/SERVICE/COMPLAINT,12 PM - 3 PM,34.0620499,-118.201557,XXX
part_158,8/9/14,02:46PM,KECK HOSPITAL OF USC,1402772,8/9/14,02:45PM,SERVICE,DPS officers responded to a non-USC female complaining of dizziness and difficulty breathing. A Rapid Response team was at the scene evaluating the female when the officers arrived and she was subsequently transported within the facility for medical treatment.,CLOSED,ADMIN/SERVICE/COMPLAINT,12 PM - 3 PM,34.0620499,-118.201557,XXX
part_158,8/9/14,04:48PM,30TH ST & UNIVERSITY AV,1402773,8/9/14,04:48PM,SERVICE,"DPS officers responded to a student complaining of stomach pain. An LAFD RA unit was requested and Unit #15 responded. The RA Unit examined the student, then he was released to the officers and they transported him to Good Samaritan Hospital for medical treatment.",CLOSED,ADMIN/SERVICE/COMPLAINT,3 PM - 6 PM,34.0266838,-118.2817769,R
part_158,8/9/14,06:44PM,EILEEN & KENNETH T. NORRIS DENTAL SCIENCE CENTER,1402774,8/8/14,12:00PM,THEFT-PETTY,A suspect entered an unsecured classroom and removed an unattended dental tool.,CLOSED,THEFT,9 PM - 12 AM,34.0240501,-118.2863312,C
part_158,8/9/14,07:06PM,PARKING STRUCTURE B,1402775,6/13/14,08:00AM,THEFT-MOTOR VEHICLE,A suspect entered an unsecured vehicle and removed a laptop computer.,Unfounded,THEFT,6 AM - 9 AM,34.02476976,-118.2893872,C
part_158,8/9/14,10:17PM,THE LORENZO APARTMENTS,1402776,8/9/14,06:40PM,SERVICE,A student reported that he refused to pay two maids he hired to clean his apartment because he was not satisfied with their work and the manager of the maid service subsequently attempted to intimidate him by stating that he was contacting the police. DPS officers advised the student that the dispute was a civil matter and no crime had been committed.,Inactive Investigation,ADMIN/SERVICE/COMPLAINT,3 PM - 6 PM,34.0273386,-118.2732403,G
part_158,8/10/14,12:12AM,SIGMA ALPHA MU,1402777,8/10/14,12:12AM,SERVICE,DPS officers responded to the location to check on the welfare of a student who had sent her professor a message stating that she was contemplating harming herself. The student was unharmed when contacted by the officers and they placed her in contact with a counselor at the Student Counseling Center. The counselor recommended that the student not be left alone and the officers subsequently transported her to the residence of a friend.,CLOSED,ADMIN/SERVICE/COMPLAINT,9 AM - 12 PM,34.02629917,-118.2783808,K
part_158,8/10/14,05:55AM,SIERRA APARTMENTS,1402778,8/10/14,05:55AM,TRESPASS,"A student reported that a suspect entered his unsecured apartment, closed the door and stood in the entryway for several minutes while the student was lying on a couch. The suspect then exited the apartment and walked away. DPS officers responded and conducted a search, but were unable to locate the suspect.",Inactive Investigation,ADMIN/SERVICE/COMPLAINT,3 AM - 6 AM,34.0295022,-118.2825381,R
part_158,8/10/14,10:55AM,BROAD CTR. FOR REGEN. MED. & STEM CELL RESEARCH,1402779,8/10/14,10:54AM,FIRE,DPS officers and LAFD Unit #2 responded to a fire alarm activation due to unknown cause. No smoke or fire was found. LAFD reset the alarm then cleared the building for reentry.,CLOSED,ADMIN/SERVICE/COMPLAINT,9 AM - 12 PM,,,XXX
part_158,8/10/14,12:15PM,WEBB TOWER,1402780,8/10/14,12:15PM,FIRE,DPS officers and LAFD Unit #15 responded to a first floor fire alarm activation due to unknown cause. No smoke or fire was found. FMS personnel were requested to reset the alarm then LAFD cleared the building for reentry.,CLOSED,ADMIN/SERVICE/COMPLAINT,9 PM - 12 AM,34.0246264,-118.2877105,C
part_158,8/10/14,09:30PM,JEFFERSON BL & FIGUEROA ST,1402781,8/10/14,08:00PM,PROPERTY,A purse was found at the location and turned in to DPS Lost & Found.,CLOSED,THEFT,6 PM - 9 PM,34.0218911,-118.2800947,C
part_158,8/11/14,12:57AM,28TH ST & FIGUEROA ST,1402782,8/11/14,01:00AM,SERVICE,DPS officers responded to a juvenile who was dropped off at the location after the taxi driver who was transporting him discovered that he did not have enough money for cab fare home. The officers confirmed the juvenile's situation with a coordinator at the group home where he lives then they transported him to the residence.,CLOSED,ADMIN/SERVICE/COMPLAINT,12 AM - 3 AM,34.0265638,-118.277042,R
part_158,8/11/14,09:43AM,WIDNEY ALUMNI HOUSE,1402783,5/11/14,09:41AM,SERVICE,A staff member reported that the janitorial staff at the location has discovered vomit on the toilets in four restrooms on multiple occasions after the building was closed.,Inactive Investigation,ADMIN/SERVICE/COMPLAINT,6 AM - 9 AM,,,XXX
part_158,8/11/14,10:54AM,GALEN EVENT CENTER,1402784,8/9/14,10:00PM,SERVICE,"DPS officers responded to a staff member who sustained a contusion to the back of her head, a cut to her elbow and bit her tongues when she slipped and fell inside the location. The staff member declined medical treatment and the officers cleared the scene.",CLOSED,ADMIN/SERVICE/COMPLAINT,9 PM - 12 AM,34.02096,-118.279925,G
part_158,8/11/14,12:59PM,BROAD CTR. FOR REGEN. MED. & STEM CELL RESEARCH,1402785,6/2/14,10:00AM,PROPERTY,A student reported a bottle of champagne missing.,CLOSED,THEFT,9 AM - 12 PM,,,XXX
part_158,8/11/14,01:00PM,BROAD CTR. FOR REGEN. MED. & STEM CELL RESEARCH,1402786,7/18/14,12:00PM,THEFT-PETTY,A staff member reported his sunglasses missing.,CLOSED,THEFT,9 PM - 12 AM,,,XXX
part_158,8/11/14,02:12PM,BROAD CTR. FOR REGEN. MED. & STEM CELL RESEARCH,1402787,7/18/14,05:00PM,THEFT-GRAND,A student reported his laptop computer missing.,Inactive Investigation,THEFT,3 PM - 6 PM,,,XXX
part_158,8/11/14,02:56PM,HEALTHCARE CENTER 2,1402788,8/11/14,02:45PM,SERVICE,DPS officers responded to a non-USC female who fainted. A Rapid Response team was at the scene evaluating the female when the officers arrived and she was subsequently transported within the facility for medical treatment.,CLOSED,ADMIN/SERVICE/COMPLAINT,12 PM - 3 PM,34.0628753,-118.2025628,HC
part_158,8/11/14,05:07PM,RAY & NADINE WATT HALL OF ARCHITECTURE & FINE ARTS,1402789,7/31/14,12:00PM,THEFT-PETTY,A suspect removed the front wheel from a bicycle secured to a bike rack.,CLOSED,THEFT,9 PM - 12 AM,34.01910091,-118.2879969,C
part_158,8/11/14,06:10PM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1402790,8/11/14,06:00PM,SERVICE,DPS officers responded to a student who injured his back while playing basketball. An LAFD RA unit was requested and Unit #15 responded. The RA Unit examined the student then transported him to Good Samaritan Hospital for medical treatment.,CLOSED,ADMIN/SERVICE/COMPLAINT,3 PM - 6 PM,34.024367,-118.288341,C
part_158,8/11/14,04:54PM,GWYNN WILSON STUDENT UNION,1402791,8/11/14,04:54PM,SERVICE,DPS officers responded to the location at the request of a counselor who reported that a student was in need of an escort to a medical center for psychiatric care. The officers transported the student to the facility then she was released into the care of staff on the premises.,CLOSED,ADMIN/SERVICE/COMPLAINT,3 PM - 6 PM,34.0202436,-118.2857269,C
part_158,8/12/14,05:38AM,2620 SEVERANCE ST,1402792,8/12/14,05:40AM,SERVICE,DPS officers responded to a student complaining of stomach pains. An LAFD RA unit was requested and Unit #15 responded. The RA Unit examined the student then transported him to California Hospital for medical treatment.,CLOSED,ADMIN/SERVICE/COMPLAINT,3 AM - 6 AM,,,XXX
part_158,8/12/14,05:42AM,DELTA GAMMA,1402793,8/12/14,05:40AM,ALCOHOL,"DPS officers responded to a report of an intoxicated non-USC male wandering aimlessly around the area and detained him for investigation. The officers concluded that the male was unable to care for himself, then he was arrested and transported to 77th station for booking.",Cleared Arrest,SUBSTANCE ABUSE,3 AM - 6 AM,34.026911,-118.278389,K
part_158,8/12/14,12:19PM,PARKING STRUCTURE B,1402794,8/12/14,12:19PM,TRAFFIC,"A student driving her personal vehicle collided with a University electric cart driven by a staff member, causing minor damage to the student's vehicle.",CLOSED,ADMIN/SERVICE/COMPLAINT,9 PM - 12 AM,34.02476976,-118.2893872,C
part_158,8/12/14,02:12PM,KECK HOSPITAL OF USC,1402795,8/12/14,02:12PM,ALARM RESPONSE,DPS officers responded to a radiation alarm activation on the loading dock at the location. An Environmental Services staff member was on the dock when the officers arrived and he determined that a bag he was carrying had activated the alarm. The staff member then transported the bag to a containment room for proper disposal.,CLOSED,ADMIN/SERVICE/COMPLAINT,12 PM - 3 PM,34.0620499,-118.201557,XXX
part_158,8/12/14,01:36PM,KENNETH NORRIS JR. CANCER HOSPITAL RESEARCH INSTIT,1402796,8/12/14,01:30PM,SERVICE,"DPS officers responded to a report of a patient's husband causing a disturbance at the location, but the subject left prior to their arrival and he could not be located during a subsequent search of the area.",CLOSED,ADMIN/SERVICE/COMPLAINT,12 PM - 3 PM,,,XXX
